Rank,School,Games,OverallWins,OverallLosses,WinPct,OverallSRS,OverallSOS,ConferenceWins,ConferenceLosses,HomeWins,HomeLosses,AwayWins,AwayLosses,ForPoints,OppPoints,Minutes,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPCT,ThreePointMade,ThreePointAttempts,ThreePointPct,FreeThrowsMade,FreeThrowsAttempted,FreeThrowPCT,OffensiveRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,PersonalFouls,Season
331,Virginia Tech,35,20,15,0.571,9.93,7.53,10,8,14,5,4,7,2624,2540,1425,876,1953,0.449,200,575,0.348,672,964,0.697,371,1230,426,188,125,447,673,2015-2016
332,Wagner,34,23,11,0.676,-4.79,-9.52,13,5,13,4,10,7,2389,2209,1365,856,2019,0.424,203,617,0.329,474,665,0.713,474,1348,451,237,136,454,743,2015-2016
333,Wake Forest,31,11,20,0.355,5.53,10.53,2,16,6,9,3,9,2295,2450,1250,793,1804,0.44,195,618,0.316,514,779,0.66,377,1186,434,184,138,451,649,2015-2016
334,Washington,34,19,15,0.559,11.21,8.12,9,9,13,5,3,7,2853,2748,1385,964,2264,0.426,249,752,0.331,676,932,0.725,473,1360,488,258,222,470,813,2015-2016
335,Washington State,31,9,22,0.29,0.5,7.97,1,17,8,9,0,10,2187,2394,1260,805,1760,0.457,184,530,0.347,393,551,0.713,247,1048,419,155,134,440,615,2015-2016
336,Weber State,35,26,9,0.743,0.18,-5.13,15,3,13,1,6,7,2662,2344,1420,908,1885,0.482,291,785,0.371,555,821,0.676,300,1296,477,175,119,462,611,2015-2016
337,West Virginia,35,26,9,0.743,21.61,9.78,13,5,13,2,7,4,2749,2335,1410,943,2102,0.449,209,643,0.325,654,972,0.673,558,1380,510,343,93,498,819,2015-2016
338,Western Carolina,34,16,18,0.471,-4.98,-1.53,10,8,12,2,3,15,2479,2490,1385,851,1993,0.427,242,730,0.332,535,760,0.704,404,1241,427,275,110,485,705,2015-2016
339,Western Illinois,27,10,17,0.37,-6.2,-1.32,3,13,7,6,3,11,1904,1914,1080,676,1521,0.444,190,490,0.388,362,502,0.721,233,948,361,163,89,332,555,2015-2016
340,Western Kentucky,34,18,16,0.529,-1.29,-0.89,8,10,12,4,3,9,2620,2586,1385,925,1970,0.47,233,643,0.362,537,768,0.699,405,1311,463,151,139,450,610,2015-2016
341,Western Michigan,32,13,19,0.406,-2.07,0.06,7,11,10,5,2,12,2342,2352,1310,786,1824,0.431,197,569,0.346,573,805,0.712,359,1190,382,183,80,401,633,2015-2016
342,Wichita State,35,26,9,0.743,17.39,4.24,16,2,14,1,9,3,2535,2066,1410,867,2023,0.429,250,771,0.324,551,768,0.717,408,1305,489,255,125,346,705,2015-2016
343,William & Mary,31,20,11,0.645,5.57,1.3,11,7,12,3,7,7,2384,2205,1250,843,1755,0.48,241,652,0.37,457,636,0.719,258,1141,501,170,132,331,512,2015-2016
344,Winthrop,32,23,9,0.719,-1.42,-5.7,13,5,14,1,7,7,2631,2429,1280,890,1869,0.476,285,768,0.371,566,756,0.749,291,1160,378,174,175,403,602,2015-2016
345,Wisconsin,35,22,13,0.629,13.4,9.4,12,6,13,5,6,5,2373,2233,1410,816,1917,0.426,229,656,0.349,512,728,0.703,398,1228,400,205,114,386,588,2015-2016
346,Wofford,32,15,17,0.469,-3.75,-2.35,11,7,11,2,4,14,2296,2295,1295,771,1725,0.447,270,662,0.408,484,645,0.75,274,1013,470,163,56,379,608,2015-2016
347,Wright State,35,22,13,0.629,0.18,-1.76,13,5,13,2,5,9,2399,2303,1405,856,1916,0.447,256,687,0.373,431,621,0.694,232,1094,478,193,75,397,770,2015-2016
348,Wyoming,32,14,18,0.438,0.09,2.19,7,11,10,6,4,8,2193,2302,1295,689,1570,0.439,307,829,0.37,508,710,0.715,175,989,372,126,82,346,581,2015-2016
349,Xavier,34,28,6,0.824,18.58,8.43,14,4,15,1,8,3,2737,2392,1360,928,2054,0.452,255,702,0.363,626,857,0.73,436,1387,548,246,101,429,678,2015-2016
350,Yale,30,23,7,0.767,9.08,-1.03,13,1,12,0,9,6,2248,1914,1205,795,1693,0.47,190,523,0.363,468,699,0.67,407,1208,452,170,137,398,530,2015-2016
351,Youngstown State,32,11,21,0.344,-10.86,-0.86,6,12,6,8,3,11,2437,2682,1305,870,2021,0.43,257,704,0.365,440,619,0.711,283,1081,467,219,80,387,571,2015-2016
