season,season_name,sport_id,team_id,team_conference_name,school_id,school_name,ncaa_division,ncaa_division_formatted,player_id,player_jersey_number,player_last_name,player_first_name,player_full_name,player_class,player_position,player_height,GP,GS,sets_played,MS,kills,errors,total_attacks,hit%,assists,aces,serve_errors,digs,return_attacks,return_errors,solo_blocks,assisted_blocks,block_errors,total_blocks,points,BHE,serve_attempts,DBL_DBL,TRP_DBL,source_file
2024,2024-25,WVB,585404,WCC,534,Pacific,1,I,8906502,20,Sun,Angelina,Angelina Sun,Fr,S,5-8,1,0,1,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2024_534_player_season_stats.csv
2024,2024-25,WVB,585404,WCC,534,Pacific,1,I,8906499,11,Cox,Alyson,Alyson Cox,Fr,S,6-2,19,3,48,0.0,26,26,115,0.0,4,0,0,20,2,0,2,8,2,0.0,32.0,0,0,0,0,2024_534_player_season_stats.csv
2024,2024-25,WVB,585404,WCC,534,Pacific,1,I,8906519,3,Irby,Mikiyah,Mikiyah Irby,Jr,OH,5-10,1,0,2,0.0,0,1,2,-0.5,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2024_534_player_season_stats.csv
2024,2024-25,WVB,585300,Southland,483,Nicholls,1,I,8981042,14,Billingsley,Makila,Makila Billingsley,Sr,OH,5-11,23,11,70,0.0,166,84,478,0.172,3,6,19,97,275,33,1,25,6,0.0,185.5,1,0,0,0,2024_483_player_season_stats.csv
2024,2024-25,WVB,585300,Southland,483,Nicholls,1,I,8980961,15,Gamble,Jordan,Jordan Gamble,Jr,MB,6-3,25,25,87,0.0,121,45,320,0.238,10,19,19,47,17,2,20,55,2,0.0,187.5,0,0,0,0,2024_483_player_season_stats.csv
2024,2024-25,WVB,585300,Southland,483,Nicholls,1,I,8433769,6,Phares,Addison,Addison Phares,So,OH,6-0,13,0,28,0.0,45,40,151,0.033,1,3,5,33,61,5,0,2,0,0.0,49.0,0,0,0,0,2024_483_player_season_stats.csv
2024,2024-25,WVB,585300,Southland,483,Nicholls,1,I,8440697,8,Leano,Rae,Rae Leano,Sr,L/DS,5-3,13,0,29,0.0,0,0,2,0.0,8,4,7,37,60,6,0,0,0,0.0,4.0,0,0,0,0,2024_483_player_season_stats.csv
2024,2024-25,WVB,585300,Southland,483,Nicholls,1,I,8434209,10,Terrell,Tierney,Tierney Terrell,So,OH,5-6,27,27,92,0.0,214,89,780,0.16,16,7,11,245,585,33,1,17,1,0.0,230.5,0,0,0,0,2024_483_player_season_stats.csv
2024,2024-25,WVB,585300,Southland,483,Nicholls,1,I,8980953,1,Nonato,Kenley,Kenley Nonato,Fr,L/DS,5-1,26,0,89,0.0,1,2,29,-0.034,67,27,48,376,499,36,0,0,0,0.0,28.0,0,0,0,0,2024_483_player_season_stats.csv
2024,2024-25,WVB,585300,Southland,483,Nicholls,1,I,8980954,2,Calais,Ava-Claire,Ava-Claire Calais,Fr,S,5-4,27,14,90,0.0,9,1,33,0.242,314,5,3,165,103,14,0,0,1,0.0,14.0,4,0,0,0,2024_483_player_season_stats.csv
2024,2024-25,WVB,585300,Southland,483,Nicholls,1,I,8980959,3,Trivino Espinosa,Evelyn,Evelyn Trivino Espinosa,Jr,S,5-6,21,15,72,0.0,24,11,66,0.197,472,11,17,130,4,0,0,8,0,0.0,39.0,1,0,0,0,2024_483_player_season_stats.csv
2024,2024-25,WVB,585300,Southland,483,Nicholls,1,I,8980999,4,Anderson,Rubee,Rubee Anderson,Fr,OH,5-6,2,0,3,0.0,2,2,6,0.0,0,1,2,1,5,1,0,0,0,0.0,3.0,0,0,0,0,2024_483_player_season_stats.csv
2024,2024-25,WVB,585300,Southland,483,Nicholls,1,I,8981014,5,Morton,Khara,Khara Morton,Fr,MB,5-10,27,27,92,0.0,54,37,146,0.116,4,0,0,30,22,3,8,41,5,0.0,82.5,0,0,0,0,2024_483_player_season_stats.csv
2024,2024-25,WVB,585300,Southland,483,Nicholls,1,I,8981018,7,Cummard,Quincy,Quincy Cummard,Jr,L/DS,5-9,15,2,34,0.0,0,0,3,0.0,2,3,13,44,45,6,0,0,0,0.0,3.0,0,0,0,0,2024_483_player_season_stats.csv
2024,2024-25,WVB,585300,Southland,483,Nicholls,1,I,8981022,9,Manuel,Kathryn,Kathryn Manuel,Fr,S,5-8,8,0,13,0.0,0,0,2,0.0,30,1,1,13,0,0,0,0,0,0.0,1.0,0,0,0,0,2024_483_player_season_stats.csv
2024,2024-25,WVB,585300,Southland,483,Nicholls,1,I,8981024,11,Peters,Alivyah,Alivyah Peters,Fr,S,5-7,6,0,16,0.0,2,1,5,0.2,40,0,0,15,1,0,0,0,0,0.0,2.0,0,0,0,0,2024_483_player_season_stats.csv
2024,2024-25,WVB,585300,Southland,483,Nicholls,1,I,8981027,12,Lunt,Olivia,Olivia Lunt,Jr,OH,6-1,26,5,72,0.0,124,95,380,0.076,3,0,1,16,22,4,1,10,3,0.0,130.0,0,0,0,0,2024_483_player_season_stats.csv
2024,2024-25,WVB,585300,Southland,483,Nicholls,1,I,8981044,16,Daniels,Sarah,Sarah Daniels,Fr,OH,5-8,5,2,11,0.0,6,3,26,0.115,0,0,2,9,8,1,0,4,0,0.0,8.0,0,0,0,0,2024_483_player_season_stats.csv
2024,2024-25,WVB,585300,Southland,483,Nicholls,1,I,8981051,18,Castro,Leah Linares,Leah Linares Castro,Jr,OH,6-0,27,27,90,0.0,296,119,755,0.234,12,29,34,79,9,0,2,37,2,0.0,345.5,0,0,0,0,2024_483_player_season_stats.csv
2024,2024-25,WVB,585300,Southland,483,Nicholls,1,I,8981053,19,Bennett,Autumn,Autumn Bennett,Jr,OH,6-0,1,0,1,0.0,2,2,6,0.0,0,0,1,0,0,0,0,1,0,0.0,2.5,0,0,0,0,2024_483_player_season_stats.csv
2024,2024-25,WVB,585300,Southland,483,Nicholls,1,I,8981056,25,Ratcliff,Brightyn,Brightyn Ratcliff,Fr,OH,5-6,9,5,25,0.0,0,0,3,0.0,3,1,6,42,138,7,0,0,0,0.0,1.0,0,0,0,0,2024_483_player_season_stats.csv
2024,2024-25,WVB,585300,Southland,483,Nicholls,1,I,9005746,13,Ferree,Peyton,Peyton Ferree,Jr,OH,0,2,2,6,0.0,10,3,33,0.212,0,1,3,9,27,2,0,2,0,0.0,12.0,0,0,0,0,2024_483_player_season_stats.csv
2024,2024-25,WVB,585393,Horizon,505,Northern Ky.,1,I,8905680,15,Houston,Torie,Torie Houston,Sr,S,5-10,29,17,110,0.0,19,3,58,0.276,536,21,35,208,6,0,0,0,0,0.0,40.0,5,0,0,0,2024_505_player_season_stats.csv
2024,2024-25,WVB,585393,Horizon,505,Northern Ky.,1,I,8905689,16,Siefke,Allie,Allie Siefke,Sr,MB,6-1,29,24,111,0.0,94,39,255,0.216,2,7,31,50,12,3,16,97,6,0.0,165.5,0,0,0,0,2024_505_player_season_stats.csv
2024,2024-25,WVB,585393,Horizon,505,Northern Ky.,1,I,8431571,6,Banks,Joy,Joy Banks,Sr,OH,5-10,29,29,111,0.0,362,191,1137,0.15,19,33,31,361,682,21,3,35,1,0.0,415.5,0,0,0,0,2024_505_player_season_stats.csv
2024,2024-25,WVB,585393,Horizon,505,Northern Ky.,1,I,8435400,2,Cluxton,Lucy,Lucy Cluxton,Jr,L/DS,5-10,29,0,111,0.0,1,1,23,0.0,142,31,26,534,614,38,0,0,0,0.0,32.0,0,0,0,0,2024_505_player_season_stats.csv
2024,2024-25,WVB,585393,Horizon,505,Northern Ky.,1,I,8435134,5,Tracy,Madison,Madison Tracy,Jr,S,5-9,3,0,4,0.0,0,0,0,0.0,6,0,2,4,0,0,0,0,0,0.0,0.0,0,0,0,0,2024_505_player_season_stats.csv
2024,2024-25,WVB,585393,Horizon,505,Northern Ky.,1,I,8439848,14,Sanders,Raelyn,Raelyn Sanders,Jr,MB,5-10,14,3,30,0.0,38,38,143,0.0,1,0,0,19,1,1,0,10,0,0.0,43.0,0,0,0,0,2024_505_player_season_stats.csv
2024,2024-25,WVB,585393,Horizon,505,Northern Ky.,1,I,8438889,3,Hoying,Ava,Ava Hoying,So,OH,6-0,29,19,101,0.0,179,94,610,0.139,10,5,3,74,92,10,1,27,2,0.0,198.5,0,0,0,0,2024_505_player_season_stats.csv
2024,2024-25,WVB,585393,Horizon,505,Northern Ky.,1,I,8433965,10,Guderian,Emory,Emory Guderian,So,L/DS,5-6,22,3,66,0.0,1,2,4,-0.25,7,2,9,96,201,25,0,0,0,0.0,3.0,0,0,0,0,2024_505_player_season_stats.csv
2024,2024-25,WVB,585393,Horizon,505,Northern Ky.,1,I,8442858,12,Stocks,Ivey,Ivey Stocks,So,MB,5-11,29,25,111,0.0,172,63,416,0.262,8,1,1,32,8,1,4,79,2,0.0,216.5,0,0,0,0,2024_505_player_season_stats.csv
2024,2024-25,WVB,585393,Horizon,505,Northern Ky.,1,I,8905683,11,Bray,Sydney,Sydney Bray,So,OH,5-10,29,17,102,0.0,230,88,587,0.242,5,2,3,70,41,2,3,57,5,0.0,263.5,0,0,0,0,2024_505_player_season_stats.csv
2024,2024-25,WVB,585393,Horizon,505,Northern Ky.,1,I,8905692,1,Green,Lainey,Lainey Green,Fr,S,5-9,29,12,111,0.0,3,1,29,0.069,554,22,15,173,3,0,0,0,2,0.0,25.0,0,0,0,0,2024_505_player_season_stats.csv
2024,2024-25,WVB,585393,Horizon,505,Northern Ky.,1,I,8905700,7,Hopewell,Kendall,Kendall Hopewell,Fr,OH,6-1,1,0,1,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2024_505_player_season_stats.csv
2024,2024-25,WVB,585393,Horizon,505,Northern Ky.,1,I,8905705,8,Risley,Allison,Allison Risley,Fr,OH,5-11,29,25,110,0.0,274,103,837,0.204,9,23,18,211,503,29,3,47,1,0.0,323.5,0,0,0,0,2024_505_player_season_stats.csv
2024,2024-25,WVB,585149,Big 12,77,BYU,1,I,8439903,6,Thunstrom,Kalia,Kalia Thunstrom,Sr,S,5-10,6,0,13,0.0,0,0,0,0.0,1,3,7,2,0,0,0,0,0,0.0,3.0,0,0,0,0,2024_77_player_season_stats.csv
2024,2024-25,WVB,585149,Big 12,77,BYU,1,I,8441923,9,Erickson,Alyssa,Alyssa Erickson,Sr,OH,6-1,14,0,34,0.0,0,0,0,0.0,1,3,9,16,0,0,0,0,0,0.0,3.0,1,0,0,0,2024_77_player_season_stats.csv
2024,2024-25,WVB,585149,Big 12,77,BYU,1,I,8435866,15,Stowell,Elyse,Elyse Stowell,Sr,OH,6-2,11,0,19,0.0,11,7,71,0.056,0,0,0,6,14,4,1,7,1,0.0,15.5,0,0,0,0,2024_77_player_season_stats.csv
2024,2024-25,WVB,585149,Big 12,77,BYU,1,I,8438589,4,Billeter,Hannah,Hannah Billeter,Jr,L,5-11,29,13,113,0.0,1,1,4,0.0,48,42,46,239,354,24,0,0,0,0.0,43.0,0,0,0,0,2024_77_player_season_stats.csv
2024,2024-25,WVB,585149,Big 12,77,BYU,1,I,8443474,1,Prior,Kate,Kate Prior,Jr,OPP,6-4,24,9,77,0.0,100,47,274,0.193,5,1,2,26,1,0,2,44,2,0.0,125.0,1,0,0,0,2024_77_player_season_stats.csv
2024,2024-25,WVB,585149,Big 12,77,BYU,1,I,8430238,8,Bower,Eden,Eden Bower,Jr,OH,6-3,2,0,5,0.0,7,6,31,0.032,0,0,0,2,6,1,1,0,0,0.0,8.0,0,0,0,0,2024_77_player_season_stats.csv
2024,2024-25,WVB,585149,Big 12,77,BYU,1,I,8956347,21,Short,Macy,Macy Short,Jr,S,6-0,14,0,42,0.0,0,0,1,0.0,1,9,12,17,0,0,0,0,0,0.0,9.0,0,0,0,0,2024_77_player_season_stats.csv
2024,2024-25,WVB,585149,Big 12,77,BYU,1,I,8440402,11,Benson,Addie,Addie Benson,So,OH,6-2,4,0,7,0.0,8,8,31,0.0,0,0,1,1,10,0,0,0,0,0.0,8.0,0,0,0,0,2024_77_player_season_stats.csv
2024,2024-25,WVB,585149,Big 12,77,BYU,1,I,8437421,12,Little,Claire,Claire Little,So,OH,6-3,28,28,110,0.0,427,132,1071,0.275,13,30,46,235,606,42,4,44,3,0.0,483.0,0,0,0,0,2024_77_player_season_stats.csv
2024,2024-25,WVB,585149,Big 12,77,BYU,1,I,8431617,13,Lee,Mia,Mia Lee,So,MB,6-0,9,1,17,0.0,27,9,53,0.34,1,4,4,0,0,0,1,8,0,0.0,36.0,0,0,0,0,2024_77_player_season_stats.csv
2024,2024-25,WVB,585149,Big 12,77,BYU,1,I,8442993,16,Miller,Brielle,Brielle Miller,So,L,5-5,19,1,49,0.0,0,0,0,0.0,5,2,6,22,50,5,0,0,0,0.0,2.0,0,0,0,0,2024_77_player_season_stats.csv
2024,2024-25,WVB,585149,Big 12,77,BYU,1,I,8429408,24,Kemavor,Brielle,Brielle Kemavor,So,MB,6-5,29,29,113,0.0,227,64,465,0.351,5,0,0,15,20,3,31,135,12,0.0,325.5,0,0,0,0,2024_77_player_season_stats.csv
2024,2024-25,WVB,585149,Big 12,77,BYU,1,I,8906307,7,Bower,Alex,Alex Bower,Fr,S,5-11,29,28,113,0.0,52,16,170,0.212,1131,29,32,254,4,0,3,57,3,0.0,112.5,1,0,0,0,2024_77_player_season_stats.csv
2024,2024-25,WVB,585149,Big 12,77,BYU,1,I,8906317,22,Strong,Kjersti,Kjersti Strong,Sr,MB,6-3,29,28,102,0.0,230,62,483,0.348,7,4,31,24,10,1,21,80,17,0.0,295.0,1,0,0,0,2024_77_player_season_stats.csv
2024,2024-25,WVB,585149,Big 12,77,BYU,1,I,8906316,20,Bobik,Blaykli,Blaykli Bobik,Fr,OH,6-1,20,3,52,0.0,71,43,224,0.125,3,0,2,17,9,2,0,39,2,0.0,90.5,0,0,0,0,2024_77_player_season_stats.csv
2024,2024-25,WVB,585149,Big 12,77,BYU,1,I,8906312,19,Johnson,Kaieva,Kaieva Johnson,So,L,5-8,21,2,40,0.0,0,0,0,0.0,2,0,0,23,101,8,0,0,0,0.0,0.0,0,0,0,0,2024_77_player_season_stats.csv
2024,2024-25,WVB,585149,Big 12,77,BYU,1,I,8906306,5,Uluave,Lulu,Lulu Uluave,Fr,L,5-8,29,5,113,0.0,5,3,17,0.118,99,13,24,353,397,34,0,0,0,0.0,18.0,0,0,0,0,2024_77_player_season_stats.csv
2024,2024-25,WVB,585149,Big 12,77,BYU,1,I,8906304,2,Mortensen,Elli,Elli Mortensen,Fr,OH,6-2,28,27,110,0.0,298,119,768,0.233,18,24,35,168,526,37,6,33,2,0.0,344.5,0,0,0,0,2024_77_player_season_stats.csv
2024,2024-25,WVB,585455,MAAC,410,Merrimack,1,I,8435024,17,Carlat,Julz,Julz Carlat,Sr,MB,6-0,28,27,106,0.0,296,146,925,0.162,14,12,14,161,623,42,4,32,3,0.0,328.0,3,0,0,0,2024_410_player_season_stats.csv
2024,2024-25,WVB,585455,MAAC,410,Merrimack,1,I,8442255,19,Mattiucci,Lauryn,Lauryn Mattiucci,Sr,L,5-6,31,0,117,0.0,6,3,27,0.111,61,25,49,290,148,17,0,0,0,0.0,31.0,0,0,0,0,2024_410_player_season_stats.csv
2024,2024-25,WVB,585455,MAAC,410,Merrimack,1,I,8442817,6,Wallace,Maalese,Maalese Wallace,Sr,RS,5-10,7,0,10,0.0,2,2,12,0.0,0,0,0,2,0,0,0,0,0,0.0,2.0,0,0,0,0,2024_410_player_season_stats.csv
2024,2024-25,WVB,585455,MAAC,410,Merrimack,1,I,8873038,13,Konrad,Lilly,Lilly Konrad,Jr,S,5-8,31,1,117,0.0,7,2,47,0.106,459,47,33,182,3,0,1,1,0,0.0,55.5,1,0,0,0,2024_410_player_season_stats.csv
2024,2024-25,WVB,585455,MAAC,410,Merrimack,1,I,8873040,18,Thurlow,Morgan,Morgan Thurlow,So,MB,6-0,31,31,117,0.0,151,33,326,0.362,8,1,2,11,3,0,18,81,4,0.0,210.5,0,0,0,0,2024_410_player_season_stats.csv
2024,2024-25,WVB,585455,MAAC,410,Merrimack,1,I,8434558,14,Webber,Hannah,Hannah Webber,Jr,OH,6-0,31,12,110,0.0,191,128,530,0.119,10,5,24,53,175,22,1,36,0,0.0,215.0,0,0,0,0,2024_410_player_season_stats.csv
2024,2024-25,WVB,585455,MAAC,410,Merrimack,1,I,8437380,11,Gately,Amanda,Amanda Gately,Jr,L/DS,5-3,29,0,98,0.0,0,3,16,-0.188,7,22,22,111,229,17,0,0,0,0.0,22.0,0,0,0,0,2024_410_player_season_stats.csv
2024,2024-25,WVB,585455,MAAC,410,Merrimack,1,I,8873036,12,Maldonado,Ella,Ella Maldonado,So,L,5-6,30,0,109,0.0,4,3,29,0.034,49,1,1,158,577,52,0,0,0,0.0,5.0,1,0,0,0,2024_410_player_season_stats.csv
2024,2024-25,WVB,585455,MAAC,410,Merrimack,1,I,8438821,15,Gizmunt,Ella,Ella Gizmunt,So,OH,6-0,19,5,57,0.0,46,23,196,0.117,4,0,0,15,11,2,3,26,1,0.0,62.0,1,0,0,0,2024_410_player_season_stats.csv
2024,2024-25,WVB,585455,MAAC,410,Merrimack,1,I,8434375,3,Kobelski,Marissa,Marissa Kobelski,So,OH,6-0,31,31,116,0.0,149,63,430,0.2,15,39,57,52,13,2,10,61,8,0.0,228.5,2,0,0,0,2024_410_player_season_stats.csv
2024,2024-25,WVB,585455,MAAC,410,Merrimack,1,I,8873030,5,DeBonis,Sophia,Sophia DeBonis,So,S,5-8,31,30,117,0.0,36,10,125,0.208,506,38,24,215,9,0,1,0,0,0.0,75.0,3,0,0,0,2024_410_player_season_stats.csv
2024,2024-25,WVB,585455,MAAC,410,Merrimack,1,I,8873029,1,Baker,Aubrey,Aubrey Baker,Fr,OH,5-10,28,16,86,0.0,90,68,344,0.064,5,1,2,39,51,10,1,28,3,0.0,106.0,1,0,0,0,2024_410_player_season_stats.csv
2024,2024-25,WVB,585455,MAAC,410,Merrimack,1,I,8873043,9,Bryant,Avry,Avry Bryant,Fr,OPP,6-3,13,3,26,0.0,18,16,72,0.028,3,0,0,6,0,0,0,4,1,0.0,20.0,0,0,0,0,2024_410_player_season_stats.csv
2024,2024-25,WVB,585455,MAAC,410,Merrimack,1,I,8873046,10,Shotwell,Mckenna,Mckenna Shotwell,Fr,OH,5-11,31,30,112,0.0,275,141,867,0.155,20,29,34,247,522,30,3,19,4,0.0,316.5,1,0,0,0,2024_410_player_season_stats.csv
2024,2024-25,WVB,585122,WAC,30135,California Baptist,1,I,8870481,10,Wolf,Kali,Kali Wolf,Sr,OH,6-2,28,28,104,0.0,238,80,817,0.193,29,24,26,219,751,55,6,25,4,0.0,280.5,0,0,0,0,2024_30135_player_season_stats.csv
2024,2024-25,WVB,585122,WAC,30135,California Baptist,1,I,8870483,15,Darling,Amanda,Amanda Darling,Sr,L,5-3,21,0,81,0.0,1,4,15,-0.2,100,0,2,347,339,16,0,0,0,0.0,1.0,0,0,0,0,2024_30135_player_season_stats.csv
2024,2024-25,WVB,585122,WAC,30135,California Baptist,1,I,8870484,16,Gilliland,Madison,Madison Gilliland,Sr,MB,6-2,30,30,110,0.0,171,40,386,0.339,10,20,37,48,17,1,20,83,2,0.0,252.5,1,0,0,0,2024_30135_player_season_stats.csv
2024,2024-25,WVB,585122,WAC,30135,California Baptist,1,I,8433862,6,Jerue,Mia,Mia Jerue,Sr,OH,5-9,30,21,110,0.0,167,104,538,0.117,55,56,56,326,803,51,2,10,1,0.0,230.0,0,0,0,0,2024_30135_player_season_stats.csv
2024,2024-25,WVB,585122,WAC,30135,California Baptist,1,I,8429836,14,Jackson,Anna,Anna Jackson,Sr,OPP,6-1,13,4,26,0.0,39,22,125,0.136,2,0,1,17,0,0,1,8,4,0.0,44.0,0,0,0,0,2024_30135_player_season_stats.csv
2024,2024-25,WVB,585122,WAC,30135,California Baptist,1,I,8442985,13,Reed,Reese,Reese Reed,Jr,S,5-9,29,29,107,0.0,7,3,58,0.069,534,30,41,216,6,1,0,3,0,0.0,38.5,2,0,0,0,2024_30135_player_season_stats.csv
2024,2024-25,WVB,585122,WAC,30135,California Baptist,1,I,8430599,4,Tiffee,Toree,Toree Tiffee,Jr,OH,5-11,18,0,61,0.0,6,9,37,-0.081,3,16,13,23,41,6,0,2,0,0.0,23.0,0,0,0,0,2024_30135_player_season_stats.csv
2024,2024-25,WVB,585122,WAC,30135,California Baptist,1,I,8434167,1,Brown,Maddie,Maddie Brown,So,S,5-8,1,0,1,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2024_30135_player_season_stats.csv
2024,2024-25,WVB,585122,WAC,30135,California Baptist,1,I,8436733,19,DeJong,Emery,Emery DeJong,So,OH,6-0,9,4,24,0.0,63,36,181,0.149,1,2,3,29,125,14,0,6,1,0.0,68.0,0,0,0,0,2024_30135_player_season_stats.csv
2024,2024-25,WVB,585122,WAC,30135,California Baptist,1,I,8431837,2,Mauser,Nicole,Nicole Mauser,So,OPP,6-2,30,25,104,0.0,246,82,730,0.225,4,0,2,35,25,4,1,47,1,0.0,270.5,0,0,0,0,2024_30135_player_season_stats.csv
2024,2024-25,WVB,585122,WAC,30135,California Baptist,1,I,8870480,7,Barber,Avery,Avery Barber,Fr,S,5-9,29,1,105,0.0,16,1,44,0.341,441,25,29,158,1,0,0,2,2,0.0,42.0,1,0,0,0,2024_30135_player_season_stats.csv
2024,2024-25,WVB,585122,WAC,30135,California Baptist,1,I,8870482,11,Perez,Gianna,Gianna Perez,Fr,L,5-8,19,1,60,0.0,0,1,2,-0.5,7,13,30,47,115,9,0,0,0,0.0,13.0,0,0,0,0,2024_30135_player_season_stats.csv
2024,2024-25,WVB,585122,WAC,30135,California Baptist,1,I,8870486,21,Angilau,Solia,Solia Angilau,Fr,MB,6-1,13,10,39,0.0,37,18,89,0.213,3,1,2,9,3,1,5,20,2,0.0,53.0,0,0,0,0,2024_30135_player_season_stats.csv
2024,2024-25,WVB,585122,WAC,30135,California Baptist,1,I,8441087,12,Walewska,Laura,Laura Walewska,Sr,MB,6-2,22,20,72,0.0,63,30,153,0.216,0,0,0,9,3,0,7,55,3,0.0,97.5,0,0,0,0,2024_30135_player_season_stats.csv
2024,2024-25,WVB,585122,WAC,30135,California Baptist,1,I,8442209,8,Posada,Eliana,Eliana Posada,Sr,RS,6-2,29,7,101,0.0,219,116,610,0.169,4,0,3,53,3,0,6,60,8,0.0,255.0,0,0,0,0,2024_30135_player_season_stats.csv
2024,2024-25,WVB,585192,CAA,180,Delaware,1,I,8958269,5,Rogers,Lily,Lily Rogers,Sr,S,5-10,27,27,101,0.0,62,26,181,0.199,1047,37,56,201,4,0,6,45,2,0.0,127.5,0,0,0,0,2024_180_player_season_stats.csv
2024,2024-25,WVB,585192,CAA,180,Delaware,1,I,8958270,20,Seemans,Savannah,Savannah Seemans,Sr,OH,5-11,27,27,101,0.0,225,101,803,0.154,41,44,62,315,705,23,1,41,1,0.0,290.5,0,0,0,0,2024_180_player_season_stats.csv
2024,2024-25,WVB,585192,CAA,180,Delaware,1,I,8440640,21,Wright,Hannah,Hannah Wright,Sr,L,5-5,27,18,100,0.0,1,1,2,0.0,29,21,24,206,229,14,0,0,0,0.0,22.0,0,0,0,0,2024_180_player_season_stats.csv
2024,2024-25,WVB,585192,CAA,180,Delaware,1,I,8958268,14,Johnson,Kirah,Kirah Johnson,Sr,MB,6-0,27,27,101,0.0,301,75,682,0.331,5,29,32,58,29,0,15,101,9,0.0,395.5,0,0,0,0,2024_180_player_season_stats.csv
2024,2024-25,WVB,585192,CAA,180,Delaware,1,I,8432953,3,Sobczyk,Mackenzie,Mackenzie Sobczyk,Sr,MB,5-11,2,0,3,0.0,2,1,7,0.143,0,0,0,0,0,0,0,0,0,0.0,2.0,0,0,0,0,2024_180_player_season_stats.csv
2024,2024-25,WVB,585192,CAA,180,Delaware,1,I,8433339,19,Chrysogelos,Emily,Emily Chrysogelos,Sr,OH,6-0,11,0,19,0.0,25,17,75,0.107,0,1,6,24,37,3,0,1,0,0.0,26.5,0,0,0,0,2024_180_player_season_stats.csv
2024,2024-25,WVB,585192,CAA,180,Delaware,1,I,8958266,1,Hughes,Raina,Raina Hughes,Jr,OH,6-1,26,8,84,0.0,144,38,362,0.293,3,0,0,34,0,0,5,56,3,0.0,177.0,0,0,0,0,2024_180_player_season_stats.csv
2024,2024-25,WVB,585192,CAA,180,Delaware,1,I,8429620,9,Norris,Dylan,Dylan Norris,Jr,OPP,6-2,10,1,18,0.0,16,12,53,0.075,0,0,0,3,1,0,0,9,0,0.0,20.5,0,0,0,0,2024_180_player_season_stats.csv
2024,2024-25,WVB,585192,CAA,180,Delaware,1,I,8436543,17,Murray,Asia,Asia Murray,So,MB,6-2,8,0,16,0.0,22,6,53,0.302,1,0,0,3,2,1,1,11,0,0.0,28.5,1,0,0,0,2024_180_player_season_stats.csv
2024,2024-25,WVB,585192,CAA,180,Delaware,1,I,8441800,24,Nguyen,Cadence,Cadence Nguyen,Jr,L,5-3,27,0,101,0.0,0,2,8,-0.25,76,22,28,366,408,25,0,0,0,0.0,22.0,1,0,0,0,2024_180_player_season_stats.csv
2024,2024-25,WVB,585192,CAA,180,Delaware,1,I,8437323,10,Whitfield-Moss,Gha'Naye,Gha'Naye Whitfield-Moss,So,MB,6-0,27,27,98,0.0,230,85,478,0.303,6,0,0,23,6,0,5,81,9,0.0,275.5,0,0,0,0,2024_180_player_season_stats.csv
2024,2024-25,WVB,585192,CAA,180,Delaware,1,I,8433984,22,Gillens,Anna Logan,Anna Logan Gillens,So,OH,5-10,27,18,95,0.0,307,141,760,0.218,3,1,3,57,125,18,2,28,6,0.0,324.0,0,0,0,0,2024_180_player_season_stats.csv
2024,2024-25,WVB,585192,CAA,180,Delaware,1,I,8958262,13,Holly,Taylor,Taylor Holly,Fr,L,5-1,27,9,94,0.0,0,0,5,0.0,9,15,28,169,256,14,0,0,0,0.0,15.0,0,0,0,0,2024_180_player_season_stats.csv
2024,2024-25,WVB,585192,CAA,180,Delaware,1,I,8958273,2,Membreno,Kristyn,Kristyn Membreno,Fr,L,5-3,2,0,3,0.0,0,0,0,0.0,0,0,0,0,3,1,0,0,0,0.0,0.0,0,0,0,0,2024_180_player_season_stats.csv
2024,2024-25,WVB,585192,CAA,180,Delaware,1,I,8958275,11,Redd,Jayda,Jayda Redd,Fr,OH,5-7,2,0,3,0.0,5,5,16,0.0,0,0,1,5,12,0,0,0,0,0.0,5.0,0,0,0,0,2024_180_player_season_stats.csv
2024,2024-25,WVB,585371,WAC,1356,Seattle U,1,I,8432351,9,Sipes,Katlyn,Katlyn Sipes,Sr,L/DS,5-2,27,0,97,0.0,3,2,12,0.083,71,24,31,393,523,35,0,0,0,0.0,27.0,0,0,0,0,2024_1356_player_season_stats.csv
2024,2024-25,WVB,585371,WAC,1356,Seattle U,1,I,8432421,4,Goya,Erin,Erin Goya,Sr,L/DS,5-5,1,0,1,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2024_1356_player_season_stats.csv
2024,2024-25,WVB,585371,WAC,1356,Seattle U,1,I,8441829,11,Isik,Selin,Selin Isik,Sr,OH,6-1,14,0,34,0.0,8,4,25,0.16,0,6,7,11,0,0,0,0,0,0.0,14.0,0,0,0,0,2024_1356_player_season_stats.csv
2024,2024-25,WVB,585371,WAC,1356,Seattle U,1,I,8430780,6,Bilby,Arianna,Arianna Bilby,Sr,OH,5-9,27,27,97,0.0,319,157,994,0.163,24,26,27,243,674,37,4,37,7,0.0,367.5,0,0,0,0,2024_1356_player_season_stats.csv
