game_date_original,opponent_original,result_original,fouls,goals,assists,points,shots,shots_on_goal,ground_balls,turnovers,caused_turnovers,free_position_shots,free_position_goals,red_cards,yellow_cards,green_cards,draw_controls,school_id,team_name,season,ncaa_division,ncaa_division_formatted,sport_id,game_date,team_score,opponent_score,game_outcome,full_result,overtime,opponent_clean,is_away_game,team_id
02/08/2025,Duquesne,11-12 (1),17.0,11.0,5.0,16.0,29.0,20.0,13.0,13.0,8.0,7.0,3.0,,3.0,1.0,13.0,5,Akron,2025,1,1,WLA,2025-02-08,11.0,12.0,L,11-12 (1),1.0,Duquesne,False,594043
02/11/2025,Saint Francis,11-4,16.0,11.0,8.0,19.0,35.0,25.0,22.0,10.0,7.0,3.0,,,,2.0,11.0,5,Akron,2025,1,1,WLA,2025-02-11,11.0,4.0,W,11-4,,Saint Francis,False,594043
02/15/2025,Xavier,15-6,9.0,15.0,11.0,26.0,34.0,23.0,27.0,21.0,9.0,6.0,1.0,,3.0,5.0,14.0,5,Akron,2025,1,1,WLA,2025-02-15,15.0,6.0,W,15-6,,Xavier,False,594043
02/22/2025,Presbyterian,16-4,9.0,16.0,10.0,26.0,30.0,23.0,14.0,11.0,10.0,6.0,2.0,,2.0,2.0,16.0,5,Akron,2025,1,1,WLA,2025-02-22,16.0,4.0,W,16-4,,Presbyterian,False,594043
02/26/2025,@ Ohio St.,4-13,15.0,4.0,2.0,6.0,19.0,12.0,18.0,16.0,6.0,5.0,1.0,,3.0,1.0,12.0,5,Akron,2025,1,1,WLA,2025-02-26,4.0,13.0,L,4-13,,Ohio St.,True,594043
03/02/2025,Butler,11-5,10.0,11.0,8.0,19.0,27.0,20.0,22.0,12.0,10.0,2.0,1.0,,2.0,1.0,12.0,5,Akron,2025,1,1,WLA,2025-03-02,11.0,5.0,W,11-5,,Butler,False,594043
03/08/2025,@ Lindenwood,12-18,12.0,12.0,4.0,16.0,24.0,18.0,13.0,10.0,9.0,3.0,1.0,,2.0,6.0,9.0,5,Akron,2025,1,1,WLA,2025-03-08,12.0,18.0,L,12-18,,Lindenwood,True,594043
03/12/2025,@ Rider,12-16,8.0,12.0,4.0,16.0,25.0,18.0,21.0,17.0,12.0,2.0,2.0,,5.0,2.0,9.0,5,Akron,2025,1,1,WLA,2025-03-12,12.0,16.0,L,12-16,,Rider,True,594043
03/16/2025,@ Youngstown St.,14-13,15.0,14.0,3.0,17.0,33.0,25.0,11.0,13.0,5.0,6.0,2.0,,3.0,,20.0,5,Akron,2025,1,1,WLA,2025-03-16,14.0,13.0,W,14-13,,Youngstown St.,True,594043
03/19/2025,@ Radford,18-10,18.0,18.0,10.0,28.0,40.0,34.0,15.0,12.0,8.0,1.0,1.0,,1.0,1.0,18.0,5,Akron,2025,1,1,WLA,2025-03-19,18.0,10.0,W,18-10,,Radford,True,594043
03/23/2025,Central Mich.,9-7,8.0,9.0,5.0,14.0,24.0,21.0,24.0,16.0,8.0,,,,1.0,,12.0,5,Akron,2025,1,1,WLA,2025-03-23,9.0,7.0,W,9-7,,Central Mich.,False,594043
03/30/2025,@ Detroit Mercy,8-10,17.0,8.0,2.0,10.0,21.0,17.0,18.0,15.0,6.0,6.0,2.0,,1.0,4.0,9.0,5,Akron,2025,1,1,WLA,2025-03-30,8.0,10.0,L,8-10,,Detroit Mercy,True,594043
04/06/2025,Kent St.,14-9,12.0,14.0,9.0,23.0,33.0,25.0,22.0,12.0,11.0,7.0,3.0,,,2.0,11.0,5,Akron,2025,1,1,WLA,2025-04-06,14.0,9.0,W,14-9,,Kent St.,False,594043
04/11/2025,@ UMBC,8-22,21.0,8.0,4.0,12.0,25.0,19.0,13.0,15.0,1.0,1.0,,,2.0,3.0,16.0,5,Akron,2025,1,1,WLA,2025-04-11,8.0,22.0,L,8-22,,UMBC,True,594043
04/20/2025,@ Eastern Mich.,12-16,20.0,12.0,7.0,19.0,21.0,21.0,13.0,15.0,7.0,2.0,2.0,,2.0,4.0,18.0,5,Akron,2025,1,1,WLA,2025-04-20,12.0,16.0,L,12-16,,Eastern Mich.,True,594043
04/27/2025,Robert Morris,14-12,10.0,14.0,7.0,21.0,32.0,22.0,21.0,16.0,5.0,3.0,,,,,16.0,5,Akron,2025,1,1,WLA,2025-04-27,14.0,12.0,W,14-12,,Robert Morris,False,594043
05/01/2025,"Eastern Mich. @ Moon Township, Pa.",16-4,16.0,16.0,6.0,22.0,29.0,25.0,19.0,8.0,8.0,5.0,4.0,,,,8.0,5,Akron,2025,1,1,WLA,2025-05-01,16.0,4.0,W,16-4,,Eastern Mich.,True,594043
05/03/2025,"Robert Morris @ Moon Township, Pa",11-10 (1),13.0,11.0,4.0,15.0,27.0,19.0,14.0,15.0,8.0,4.0,2.0,,2.0,3.0,13.0,5,Akron,2025,1,1,WLA,2025-05-03,11.0,10.0,W,11-10 (1),1.0,Robert Morris,True,594043
05/09/2025,"Michigan @ Evanston, Ill.",6-17,13.0,6.0,3.0,9.0,21.0,14.0,13.0,13.0,3.0,1.0,,,1.0,,10.0,5,Akron,2025,1,1,WLA,2025-05-09,6.0,17.0,L,6-17,,Michigan,True,594043
02/07/2025,@ Georgetown,5-12,2.0,5.0,5.0,10.0,22.0,13.0,7.0,19.0,6.0,3.0,,,2.0,1.0,11.0,23,American,2025,1,1,WLA,2025-02-07,5.0,12.0,L,5-12,,Georgetown,True,593883
02/11/2025,Howard,18-7,11.0,18.0,14.0,32.0,41.0,31.0,9.0,8.0,6.0,8.0,3.0,,1.0,,14.0,23,American,2025,1,1,WLA,2025-02-11,18.0,7.0,W,18-7,,Howard,False,593883
02/15/2025,@ Loyola Maryland,4-17,10.0,4.0,2.0,6.0,14.0,11.0,10.0,16.0,3.0,3.0,1.0,,2.0,1.0,6.0,23,American,2025,1,1,WLA,2025-02-15,4.0,17.0,L,4-17,,Loyola Maryland,True,593883
02/19/2025,@ George Mason,18-9,8.0,18.0,8.0,26.0,37.0,27.0,15.0,8.0,18.0,6.0,5.0,,,,14.0,23,American,2025,1,1,WLA,2025-02-19,18.0,9.0,W,18-9,,George Mason,True,593883
02/22/2025,@ UMBC,10-13,8.0,10.0,3.0,13.0,24.0,18.0,15.0,12.0,5.0,3.0,1.0,,,1.0,10.0,23,American,2025,1,1,WLA,2025-02-22,10.0,13.0,L,10-13,,UMBC,True,593883
02/26/2025,George Washington,13-7,7.0,13.0,7.0,20.0,27.0,19.0,10.0,8.0,9.0,4.0,2.0,,1.0,,9.0,23,American,2025,1,1,WLA,2025-02-26,13.0,7.0,W,13-7,,George Washington,False,593883
03/08/2025,@ Liberty,13-22,21.0,13.0,9.0,22.0,24.0,18.0,19.0,26.0,10.0,2.0,,,2.0,1.0,18.0,23,American,2025,1,1,WLA,2025-03-08,13.0,22.0,L,13-22,,Liberty,True,593883
03/11/2025,@ Charlotte,15-14 (1),5.0,15.0,7.0,22.0,28.0,21.0,16.0,19.0,13.0,1.0,1.0,,,,18.0,23,American,2025,1,1,WLA,2025-03-11,15.0,14.0,W,15-14 (1),1.0,Charlotte,True,593883
03/15/2025,Lehigh,17-10,14.0,17.0,8.0,25.0,31.0,23.0,12.0,7.0,12.0,5.0,1.0,,3.0,1.0,13.0,23,American,2025,1,1,WLA,2025-03-15,17.0,10.0,W,17-10,,Lehigh,False,593883
03/22/2025,@ Holy Cross,3-20,14.0,3.0,2.0,5.0,18.0,11.0,12.0,21.0,6.0,1.0,,,,2.0,9.0,23,American,2025,1,1,WLA,2025-03-22,3.0,20.0,L,3-20,,Holy Cross,True,593883
03/26/2025,Lafayette,8-10,8.0,8.0,5.0,13.0,24.0,15.0,11.0,14.0,8.0,5.0,2.0,,1.0,2.0,10.0,23,American,2025,1,1,WLA,2025-03-26,8.0,10.0,L,8-10,,Lafayette,False,593883
03/29/2025,@ Colgate,11-17,10.0,11.0,4.0,15.0,24.0,17.0,13.0,12.0,6.0,1.0,1.0,,2.0,1.0,9.0,23,American,2025,1,1,WLA,2025-03-29,11.0,17.0,L,11-17,,Colgate,True,593883
04/05/2025,Army West Point,13-16,13.0,13.0,5.0,18.0,25.0,19.0,14.0,9.0,9.0,5.0,3.0,,2.0,2.0,9.0,23,American,2025,1,1,WLA,2025-04-05,13.0,16.0,L,13-16,,Army West Point,False,593883
04/11/2025,@ Bucknell,9-11,9.0,9.0,6.0,15.0,15.0,13.0,15.0,20.0,11.0,4.0,3.0,,,1.0,11.0,23,American,2025,1,1,WLA,2025-04-11,9.0,11.0,L,9-11,,Bucknell,True,593883
04/19/2025,Boston U.,5-12,12.0,5.0,2.0,7.0,16.0,11.0,15.0,26.0,13.0,6.0,,,2.0,1.0,7.0,23,American,2025,1,1,WLA,2025-04-19,5.0,12.0,L,5-12,,Boston U.,False,593883
04/24/2025,Navy,5-17,6.0,5.0,4.0,9.0,13.0,11.0,12.0,22.0,9.0,3.0,1.0,,,,6.0,23,American,2025,1,1,WLA,2025-04-24,5.0,17.0,L,5-17,,Navy,False,593883
02/09/2025,@ Niagara,15-9,16.0,15.0,11.0,26.0,32.0,21.0,15.0,21.0,6.0,5.0,2.0,,1.0,3.0,19.0,28,Arizona St.,2025,1,1,WLA,2025-02-09,15.0,9.0,W,15-9,,Niagara,True,593881
02/12/2025,@ Pittsburgh,14-11,18.0,14.0,9.0,23.0,30.0,22.0,17.0,19.0,9.0,6.0,3.0,,2.0,3.0,13.0,28,Arizona St.,2025,1,1,WLA,2025-02-12,14.0,11.0,W,14-11,,Pittsburgh,True,593881
02/15/2025,Detroit Mercy,21-1,4.0,21.0,7.0,28.0,40.0,36.0,19.0,6.0,6.0,8.0,5.0,,2.0,1.0,20.0,28,Arizona St.,2025,1,1,WLA,2025-02-15,21.0,1.0,W,21-1,,Detroit Mercy,False,593881
02/21/2025,"Denver @ San Diego, Calif.",12-21,30.0,12.0,5.0,17.0,27.0,20.0,15.0,15.0,2.0,13.0,4.0,,,,12.0,28,Arizona St.,2025,1,1,WLA,2025-02-21,12.0,21.0,L,12-21,,Denver,True,593881
02/24/2025,@ Southern California,14-16,24.0,14.0,10.0,24.0,35.0,21.0,6.0,13.0,4.0,10.0,4.0,,3.0,1.0,20.0,28,Arizona St.,2025,1,1,WLA,2025-02-24,14.0,16.0,L,14-16,,Southern California,True,593881
03/01/2025,Saint Joseph's,13-12,17.0,13.0,2.0,15.0,33.0,25.0,7.0,12.0,4.0,13.0,5.0,,3.0,2.0,20.0,28,Arizona St.,2025,1,1,WLA,2025-03-01,13.0,12.0,W,13-12,,Saint Joseph's,False,593881
03/04/2025,Mercer,16-10,18.0,16.0,9.0,25.0,37.0,26.0,22.0,14.0,10.0,6.0,1.0,,,,16.0,28,Arizona St.,2025,1,1,WLA,2025-03-04,16.0,10.0,W,16-10,,Mercer,False,593881
03/08/2025,Vanderbilt,16-15,22.0,16.0,5.0,21.0,31.0,26.0,13.0,11.0,4.0,7.0,2.0,,2.0,3.0,24.0,28,Arizona St.,2025,1,1,WLA,2025-03-08,16.0,15.0,W,16-15,,Vanderbilt,False,593881
03/15/2025,Furman,18-11,9.0,18.0,8.0,26.0,29.0,24.0,18.0,15.0,10.0,7.0,4.0,,1.0,1.0,21.0,28,Arizona St.,2025,1,1,WLA,2025-03-15,18.0,11.0,W,18-11,,Furman,False,593881
03/21/2025,"Dartmouth @ Houston, TX",10-20,25.0,10.0,3.0,13.0,35.0,22.0,21.0,9.0,9.0,12.0,3.0,,1.0,2.0,11.0,28,Arizona St.,2025,1,1,WLA,2025-03-21,10.0,20.0,L,10-20,,Dartmouth,True,593881
03/25/2025,@ Marquette,17-18 (1),17.0,17.0,9.0,26.0,29.0,24.0,11.0,14.0,5.0,4.0,1.0,,2.0,,24.0,28,Arizona St.,2025,1,1,WLA,2025-03-25,17.0,18.0,L,17-18 (1),1.0,Marquette,True,593881
03/29/2025,Cincinnati,14-12,23.0,14.0,7.0,21.0,33.0,24.0,17.0,18.0,7.0,11.0,3.0,,1.0,2.0,20.0,28,Arizona St.,2025,1,1,WLA,2025-03-29,14.0,12.0,W,14-12,,Cincinnati,False,593881
04/03/2025,Maryland,14-18,19.0,14.0,4.0,18.0,34.0,24.0,11.0,8.0,3.0,14.0,6.0,,5.0,3.0,21.0,28,Arizona St.,2025,1,1,WLA,2025-04-03,14.0,18.0,L,14-18,,Maryland,False,593881
04/06/2025,Colorado,13-14,25.0,13.0,8.0,21.0,21.0,16.0,18.0,16.0,4.0,6.0,4.0,,3.0,1.0,16.0,28,Arizona St.,2025,1,1,WLA,2025-04-06,13.0,14.0,L,13-14,,Colorado,False,593881
04/12/2025,@ UC Davis,20-11,12.0,20.0,6.0,26.0,29.0,23.0,14.0,8.0,3.0,4.0,3.0,,,1.0,19.0,28,Arizona St.,2025,1,1,WLA,2025-04-12,20.0,11.0,W,20-11,,UC Davis,True,593881
04/19/2025,San Diego St.,23-12,22.0,23.0,11.0,34.0,45.0,34.0,27.0,15.0,8.0,12.0,7.0,,4.0,3.0,21.0,28,Arizona St.,2025,1,1,WLA,2025-04-19,23.0,12.0,W,23-12,,San Diego St.,False,593881
04/26/2025,@ Florida,5-17,29.0,5.0,1.0,6.0,22.0,16.0,14.0,17.0,2.0,5.0,1.0,,2.0,2.0,12.0,28,Arizona St.,2025,1,1,WLA,2025-04-26,5.0,17.0,L,5-17,,Florida,True,593881
05/01/2025,@ Colorado,18-12,29.0,18.0,14.0,32.0,32.0,23.0,18.0,19.0,10.0,7.0,4.0,,3.0,2.0,19.0,28,Arizona St.,2025,1,1,WLA,2025-05-01,18.0,12.0,W,18-12,,Colorado,True,593881
05/03/2025,"Florida @ Boulder, Colo.",10-21,28.0,10.0,2.0,12.0,26.0,19.0,7.0,11.0,2.0,9.0,3.0,,6.0,2.0,20.0,28,Arizona St.,2025,1,1,WLA,2025-05-03,10.0,21.0,L,10-21,,Florida,True,593881
02/08/2025,Rutgers,10-9,9.0,10.0,5.0,15.0,36.0,23.0,17.0,12.0,17.0,7.0,1.0,,,5.0,9.0,725,Army West Point,2025,1,1,WLA,2025-02-08,10.0,9.0,W,10-9,,Rutgers,False,594008
02/19/2025,@ Marist,16-6,7.0,16.0,9.0,25.0,35.0,24.0,24.0,13.0,11.0,5.0,2.0,,,3.0,14.0,725,Army West Point,2025,1,1,WLA,2025-02-19,16.0,6.0,W,16-6,,Marist,True,594008
02/22/2025,Siena,17-3,1.0,17.0,10.0,27.0,34.0,26.0,13.0,12.0,7.0,4.0,2.0,,2.0,4.0,19.0,725,Army West Point,2025,1,1,WLA,2025-02-22,17.0,3.0,W,17-3,,Siena,False,594008
02/28/2025,@ Colorado,6-12,16.0,6.0,2.0,8.0,25.0,18.0,17.0,14.0,9.0,7.0,3.0,,3.0,5.0,6.0,725,Army West Point,2025,1,1,WLA,2025-02-28,6.0,12.0,L,6-12,,Colorado,True,594008
03/05/2025,@ Fairfield,18-10,13.0,18.0,9.0,27.0,34.0,29.0,12.0,7.0,11.0,4.0,4.0,,2.0,4.0,11.0,725,Army West Point,2025,1,1,WLA,2025-03-05,18.0,10.0,W,18-10,,Fairfield,True,594008
03/08/2025,Boston U.,18-8,11.0,18.0,8.0,26.0,46.0,27.0,20.0,12.0,8.0,11.0,5.0,,,,21.0,725,Army West Point,2025,1,1,WLA,2025-03-08,18.0,8.0,W,18-8,,Boston U.,False,594008
03/15/2025,@ Loyola Maryland,6-16,13.0,6.0,1.0,7.0,24.0,20.0,11.0,15.0,6.0,6.0,3.0,,,,7.0,725,Army West Point,2025,1,1,WLA,2025-03-15,6.0,16.0,L,6-16,,Loyola Maryland,True,594008
03/21/2025,@ Lehigh,19-8,7.0,19.0,7.0,26.0,44.0,32.0,11.0,10.0,8.0,9.0,6.0,,,1.0,19.0,725,Army West Point,2025,1,1,WLA,2025-03-21,19.0,8.0,W,19-8,,Lehigh,True,594008
03/26/2025,Stanford,12-9,16.0,12.0,8.0,20.0,26.0,18.0,12.0,20.0,10.0,4.0,1.0,,1.0,7.0,11.0,725,Army West Point,2025,1,1,WLA,2025-03-26,12.0,9.0,W,12-9,,Stanford,False,594008
03/29/2025,@ Lafayette,21-2,6.0,21.0,8.0,29.0,38.0,28.0,17.0,8.0,8.0,7.0,5.0,,,2.0,13.0,725,Army West Point,2025,1,1,WLA,2025-03-29,21.0,2.0,W,21-2,,Lafayette,True,594008
04/05/2025,@ American,16-13,9.0,16.0,5.0,21.0,45.0,33.0,11.0,10.0,7.0,7.0,3.0,,1.0,,24.0,725,Army West Point,2025,1,1,WLA,2025-04-05,16.0,13.0,W,16-13,,American,True,594008
04/12/2025,Navy,17-12,8.0,17.0,5.0,22.0,31.0,20.0,12.0,10.0,7.0,8.0,5.0,,,3.0,12.0,725,Army West Point,2025,1,1,WLA,2025-04-12,17.0,12.0,W,17-12,,Navy,False,594008
04/16/2025,@ Holy Cross,13-11,22.0,13.0,5.0,18.0,30.0,23.0,16.0,13.0,11.0,8.0,2.0,,2.0,3.0,8.0,725,Army West Point,2025,1,1,WLA,2025-04-16,13.0,11.0,W,13-11,,Holy Cross,True,594008
04/19/2025,Bucknell,16-6,11.0,16.0,12.0,28.0,32.0,23.0,19.0,18.0,5.0,3.0,2.0,,1.0,,18.0,725,Army West Point,2025,1,1,WLA,2025-04-19,16.0,6.0,W,16-6,,Bucknell,False,594008
04/23/2025,Colgate,17-16,9.0,17.0,7.0,24.0,35.0,24.0,12.0,8.0,7.0,7.0,5.0,,2.0,3.0,20.0,725,Army West Point,2025,1,1,WLA,2025-04-23,17.0,16.0,W,17-16,,Colgate,False,594008
05/01/2025,"Navy @ Baltimore, MD",9-18,16.0,9.0,6.0,15.0,25.0,18.0,11.0,10.0,10.0,4.0,,,1.0,2.0,6.0,725,Army West Point,2025,1,1,WLA,2025-05-01,9.0,18.0,L,9-18,,Navy,True,594008
05/09/2025,"Penn @ College Park, MD",6-16,4.0,6.0,3.0,9.0,28.0,20.0,23.0,17.0,9.0,6.0,1.0,,3.0,3.0,8.0,725,Army West Point,2025,1,1,WLA,2025-05-09,6.0,16.0,L,6-16,,Penn,True,594008
02/08/2025,@ Villanova,4-20,8.0,4.0,1.0,5.0,9.0,5.0,19.0,18.0,10.0,3.0,2.0,,2.0,1.0,8.0,62,Binghamton,2025,1,1,WLA,2025-02-08,4.0,20.0,L,4-20,,Villanova,True,594061
02/12/2025,Colgate,13-16,,13.0,6.0,19.0,29.0,19.0,14.0,14.0,8.0,4.0,3.0,,1.0,1.0,9.0,62,Binghamton,2025,1,1,WLA,2025-02-12,13.0,16.0,L,13-16,,Colgate,False,594061
02/15/2025,@ Siena,8-6,22.0,8.0,3.0,11.0,28.0,16.0,22.0,12.0,7.0,9.0,2.0,,,2.0,7.0,62,Binghamton,2025,1,1,WLA,2025-02-15,8.0,6.0,W,8-6,,Siena,True,594061
02/25/2025,@ St. Bonaventure,6-10,,6.0,1.0,7.0,26.0,16.0,18.0,18.0,12.0,7.0,2.0,,1.0,2.0,8.0,62,Binghamton,2025,1,1,WLA,2025-02-25,6.0,10.0,L,6-10,,St. Bonaventure,True,594061
03/01/2025,@ Marist,8-7,10.0,8.0,3.0,11.0,23.0,16.0,15.0,12.0,5.0,10.0,4.0,,2.0,,6.0,62,Binghamton,2025,1,1,WLA,2025-03-01,8.0,7.0,W,8-7,,Marist,True,594061
03/05/2025,Campbell,13-16,19.0,13.0,7.0,20.0,23.0,18.0,13.0,20.0,6.0,3.0,2.0,,1.0,1.0,19.0,62,Binghamton,2025,1,1,WLA,2025-03-05,13.0,16.0,L,13-16,,Campbell,False,594061
03/09/2025,Brown,12-13 (2),15.0,12.0,4.0,16.0,23.0,14.0,10.0,17.0,4.0,8.0,5.0,,1.0,1.0,11.0,62,Binghamton,2025,1,1,WLA,2025-03-09,12.0,13.0,L,12-13 (2),2.0,Brown,False,594061
03/12/2025,@ Manhattan,19-4,2.0,19.0,9.0,28.0,33.0,26.0,17.0,15.0,13.0,8.0,4.0,,2.0,3.0,15.0,62,Binghamton,2025,1,1,WLA,2025-03-12,19.0,4.0,W,19-4,,Manhattan,True,594061
03/18/2025,@ Cornell,9-20,11.0,9.0,6.0,15.0,17.0,14.0,7.0,13.0,2.0,4.0,2.0,,1.0,1.0,11.0,62,Binghamton,2025,1,1,WLA,2025-03-18,9.0,20.0,L,9-20,,Cornell,True,594061
03/22/2025,@ Bryant,6-17,1.0,6.0,3.0,9.0,29.0,22.0,6.0,16.0,6.0,6.0,2.0,,,3.0,16.0,62,Binghamton,2025,1,1,WLA,2025-03-22,6.0,17.0,L,6-17,,Bryant,True,594061
03/29/2025,UMBC,11-12,21.0,11.0,4.0,15.0,30.0,21.0,17.0,13.0,12.0,9.0,4.0,,3.0,2.0,13.0,62,Binghamton,2025,1,1,WLA,2025-03-29,11.0,12.0,L,11-12,,UMBC,False,594061
04/05/2025,Vermont,12-8,27.0,12.0,6.0,18.0,26.0,20.0,16.0,16.0,8.0,13.0,5.0,,2.0,1.0,12.0,62,Binghamton,2025,1,1,WLA,2025-04-05,12.0,8.0,W,12-8,,Vermont,False,594061
04/12/2025,@ UMass Lowell,13-14,21.0,13.0,3.0,16.0,29.0,24.0,12.0,11.0,3.0,12.0,5.0,,2.0,,11.0,62,Binghamton,2025,1,1,WLA,2025-04-12,13.0,14.0,L,13-14,,UMass Lowell,True,594061
04/19/2025,@ New Hampshire,18-17,24.0,18.0,7.0,25.0,32.0,27.0,16.0,17.0,8.0,13.0,8.0,,1.0,4.0,21.0,62,Binghamton,2025,1,1,WLA,2025-04-19,18.0,17.0,W,18-17,,New Hampshire,True,594061
04/26/2025,UAlbany,9-19,27.0,9.0,3.0,12.0,23.0,16.0,7.0,17.0,4.0,10.0,5.0,,1.0,1.0,12.0,62,Binghamton,2025,1,1,WLA,2025-04-26,9.0,19.0,L,9-19,,UAlbany,False,594061
02/07/2025,Loyola Maryland,21-7,10.0,21.0,5.0,26.0,42.0,29.0,12.0,5.0,13.0,8.0,7.0,,1.0,1.0,12.0,67,Boston College,2025,1,1,WLA,2025-02-07,21.0,7.0,W,21-7,,Loyola Maryland,False,594062
02/09/2025,@ Boston U.,21-6,16.0,21.0,13.0,34.0,41.0,33.0,13.0,7.0,7.0,13.0,7.0,,1.0,3.0,23.0,67,Boston College,2025,1,1,WLA,2025-02-09,21.0,6.0,W,21-6,,Boston U.,True,594062
02/15/2025,@ Northwestern,13-9,18.0,13.0,5.0,18.0,34.0,21.0,14.0,12.0,6.0,6.0,1.0,,,4.0,10.0,67,Boston College,2025,1,1,WLA,2025-02-15,13.0,9.0,W,13-9,,Northwestern,True,594062
02/19/2025,Massachusetts,22-5,3.0,22.0,13.0,35.0,40.0,31.0,8.0,9.0,6.0,3.0,1.0,,2.0,2.0,22.0,67,Boston College,2025,1,1,WLA,2025-02-19,22.0,5.0,W,22-5,,Massachusetts,False,594062
02/22/2025,Duke,19-10,15.0,19.0,12.0,31.0,34.0,29.0,7.0,11.0,8.0,8.0,6.0,,1.0,4.0,25.0,67,Boston College,2025,1,1,WLA,2025-02-22,19.0,10.0,W,19-10,,Duke,False,594062
03/01/2025,@ Virginia Tech,21-5,9.0,21.0,12.0,33.0,38.0,30.0,17.0,10.0,6.0,5.0,3.0,1.0,1.0,2.0,19.0,67,Boston College,2025,1,1,WLA,2025-03-01,21.0,5.0,W,21-5,,Virginia Tech,True,594062
03/04/2025,Dartmouth,16-3,8.0,16.0,10.0,26.0,32.0,27.0,18.0,9.0,9.0,6.0,2.0,,,,9.0,67,Boston College,2025,1,1,WLA,2025-03-04,16.0,3.0,W,16-3,,Dartmouth,False,594062
03/08/2025,@ Notre Dame,15-9,3.0,15.0,10.0,25.0,36.0,25.0,16.0,14.0,10.0,8.0,6.0,,3.0,1.0,17.0,67,Boston College,2025,1,1,WLA,2025-03-08,15.0,9.0,W,15-9,,Notre Dame,True,594062
03/12/2025,@ UAlbany,20-4,,20.0,11.0,31.0,34.0,24.0,10.0,13.0,10.0,9.0,6.0,,,,13.0,67,Boston College,2025,1,1,WLA,2025-03-12,20.0,4.0,W,20-4,,UAlbany,True,594062
03/15/2025,Louisville,18-5,14.0,18.0,8.0,26.0,34.0,22.0,10.0,14.0,6.0,2.0,1.0,,2.0,,17.0,67,Boston College,2025,1,1,WLA,2025-03-15,18.0,5.0,W,18-5,,Louisville,False,594062
03/18/2025,@ Brown,18-7,,18.0,7.0,25.0,42.0,27.0,8.0,11.0,5.0,8.0,4.0,,,,18.0,67,Boston College,2025,1,1,WLA,2025-03-18,18.0,7.0,W,18-7,,Brown,True,594062
03/22/2025,@ Stanford,17-9,21.0,17.0,12.0,29.0,41.0,28.0,21.0,8.0,9.0,7.0,1.0,,2.0,1.0,19.0,67,Boston College,2025,1,1,WLA,2025-03-22,17.0,9.0,W,17-9,,Stanford,True,594062
03/29/2025,Pittsburgh,18-6,14.0,18.0,15.0,33.0,38.0,30.0,11.0,15.0,11.0,6.0,2.0,,,1.0,20.0,67,Boston College,2025,1,1,WLA,2025-03-29,18.0,6.0,W,18-6,,Pittsburgh,False,594062
04/05/2025,@ North Carolina,11-12,27.0,11.0,4.0,15.0,21.0,18.0,12.0,18.0,5.0,5.0,2.0,,4.0,1.0,16.0,67,Boston College,2025,1,1,WLA,2025-04-05,11.0,12.0,L,11-12,,North Carolina,True,594062
04/12/2025,Virginia,24-11,11.0,24.0,16.0,40.0,42.0,31.0,14.0,9.0,9.0,11.0,2.0,,1.0,3.0,24.0,67,Boston College,2025,1,1,WLA,2025-04-12,24.0,11.0,W,24-11,,Virginia,False,594062
04/17/2025,@ Syracuse,17-2,8.0,17.0,10.0,27.0,26.0,21.0,15.0,15.0,3.0,5.0,4.0,,1.0,2.0,12.0,67,Boston College,2025,1,1,WLA,2025-04-17,17.0,2.0,W,17-2,,Syracuse,True,594062
04/23/2025,"Virginia @ Charlotte, N.C.",17-7,11.0,17.0,10.0,27.0,36.0,28.0,18.0,11.0,12.0,3.0,1.0,,,,10.0,67,Boston College,2025,1,1,WLA,2025-04-23,17.0,7.0,W,17-7,,Virginia,True,594062
04/25/2025,"Stanford @ Charlotte, N.C.",16-9,12.0,16.0,11.0,27.0,36.0,24.0,14.0,11.0,8.0,3.0,2.0,,,,11.0,67,Boston College,2025,1,1,WLA,2025-04-25,16.0,9.0,W,16-9,,Stanford,True,594062
04/27/2025,"North Carolina @ Charlotte, N.C.",12-14,8.0,12.0,5.0,17.0,37.0,20.0,14.0,9.0,7.0,3.0,1.0,,2.0,,11.0,67,Boston College,2025,1,1,WLA,2025-04-27,12.0,14.0,L,12-14,,North Carolina,True,594062
05/11/2025,Stony Brook,10-7,20.0,10.0,5.0,15.0,31.0,15.0,6.0,11.0,6.0,,,,2.0,1.0,10.0,67,Boston College,2025,1,1,WLA,2025-05-11,10.0,7.0,W,10-7,,Stony Brook,False,594062
05/15/2025,Yale,18-11,19.0,18.0,8.0,26.0,32.0,21.0,11.0,9.0,8.0,6.0,5.0,,1.0,1.0,12.0,67,Boston College,2025,1,1,WLA,2025-05-15,18.0,11.0,W,18-11,,Yale,False,594062
05/23/2025,"Northwestern @ Foxborough, Mass.",11-12,28.0,11.0,5.0,16.0,28.0,19.0,21.0,15.0,14.0,5.0,1.0,,,3.0,8.0,67,Boston College,2025,1,1,WLA,2025-05-23,11.0,12.0,L,11-12,,Northwestern,True,594062
02/09/2025,Boston College,6-21,19.0,6.0,4.0,10.0,18.0,10.0,10.0,13.0,2.0,4.0,1.0,,,2.0,7.0,68,Boston U.,2025,1,1,WLA,2025-02-09,6.0,21.0,L,6-21,,Boston College,False,593884
02/12/2025,Sacred Heart,7-4,14.0,7.0,3.0,10.0,20.0,16.0,23.0,25.0,6.0,2.0,1.0,,2.0,2.0,9.0,68,Boston U.,2025,1,1,WLA,2025-02-12,7.0,4.0,W,7-4,,Sacred Heart,False,593884
